Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
1,tt1070874,2021-02-28,2021-02-28,,"Os 7 de Chicago","The Trial of the Chicago 7",https://www.imdb.com/title/tt1070874/,Filme,7.7,129,2020,"Drama, História, Suspense",203506,2020-10-16,"Aaron Sorkin",8,2021-02-28
2,tt10612922,2021-02-28,2021-02-28,,"Uma Noite em Miami...","One Night in Miami...",https://www.imdb.com/title/tt10612922/,Filme,7.1,114,2020,"Drama",35629,2021-01-15,"Regina King",,
3,tt2762506,2021-02-28,2021-02-28,,"Bacurau","Bacurau",https://www.imdb.com/title/tt2762506/,Filme,7.3,131,2019,"Ação, Aventura, Drama, Terror, Mistério, Suspense, Faroeste",33693,2019-08-29,"Juliano Dornelles, Kleber Mendonça Filho",,
4,tt2531336,2021-02-28,2021-02-28,,"Lupin","Lupin",https://www.imdb.com/title/tt2531336/,Série de TV,7.5,45,2021,"Ação, Policial, Drama, Mistério",155071,2021-01-08,,,
5,tt8878862,2021-02-28,2021-02-28,,"Cidade Invisível","Cidade Invisível",https://www.imdb.com/title/tt8878862/,Série de TV,7.2,60,2021,"Policial, Drama, Fantasia, Mistério, Suspense",8033,2021-02-05,,,
6,tt13853720,2021-03-05,2021-03-05,,"Você Radical - Safári","Animals on the Loose: A You vs. Wild Movie",https://www.imdb.com/title/tt13853720/,Filme para televisão,5.8,90,2021,"Aventura",1134,2021-02-16,"Ben Simms",,
7,tt10044952,2021-03-05,2021-03-05,,"Você Radical","You vs. Wild",https://www.imdb.com/title/tt10044952/,Série de TV,6.6,20,2019,"Aventura, Reality show",3011,2019-04-10,,,
8,tt9140560,2021-03-07,2021-03-07,,"WandaVision","WandaVision",https://www.imdb.com/title/tt9140560/,Minissérie de televisão,7.9,40,2021,"Ação, Comédia, Fantasia, Mistério, Ficção científica",409499,2021-01-15,,,
9,tt0033467,2021-03-13,2021-03-13,,"Cidadão Kane","Citizen Kane",https://www.imdb.com/title/tt0033467/,Filme,8.2,119,1941,"Drama, Mistério",490086,1941-06-16,"Orson Welles",,
10,tt5363618,2021-03-18,2021-03-18,,"O Som do Silêncio","Sound of Metal",https://www.imdb.com/title/tt5363618/,Filme,7.7,120,2019,"Drama, Musical",181954,2020-12-04,"Darius Marder",,
11,tt1356393,2021-03-26,2021-03-26,,"Muito Além do Cidadão Kane","Beyond Citizen Kane",https://www.imdb.com/title/tt1356393/,Filme para televisão,8.3,93,1993,"Documentário",625,1993-03-10,"Simon Hartog",,
12,tt10514222,2021-04-06,2021-04-06,,"A Voz Suprema do Blues","Ma Rainey's Black Bottom",https://www.imdb.com/title/tt10514222/,Filme,6.9,94,2020,"Drama, Musical",76615,2020-12-18,"George C. Wolfe",,
13,tt13143964,2021-04-06,2021-04-06,,"Borat: Fita de Cinema Seguinte","Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan",https://www.imdb.com/title/tt13143964/,Filme,6.6,95,2020,"Comédia",163146,2020-10-23,"Jason Woliner",,
14,tt9777644,2021-04-06,2021-04-06,,"Destacamento Blood","Da 5 Bloods",https://www.imdb.com/title/tt9777644/,Filme,6.5,154,2020,"Aventura, Drama, Guerra",57091,2020-06-12,"Spike Lee",,
15,tt0371746,2021-04-06,2021-04-06,,"Homem de Ferro","Iron Man",https://www.imdb.com/title/tt0371746/,Filme,7.9,126,2008,"Ação, Aventura, Ficção científica",1206412,2008-04-30,"Jon Favreau",,
16,tt0800080,2021-04-06,2021-04-06,,"O Incrível Hulk","The Incredible Hulk",https://www.imdb.com/title/tt0800080/,Filme,6.6,112,2008,"Ação, Aventura, Ficção científica",557682,2008-06-13,"Louis Leterrier",,
17,tt1228705,2021-04-06,2021-04-06,,"Homem de Ferro 2","Iron Man 2",https://www.imdb.com/title/tt1228705/,Filme,6.9,124,2010,"Ação, Ficção científica",925597,2010-04-30,"Jon Favreau",,
18,tt0800369,2021-04-06,2021-04-06,,"Thor","Thor",https://www.imdb.com/title/tt0800369/,Filme,7.0,115,2011,"Ação, Fantasia",954645,2011-04-29,"Kenneth Branagh",,
19,tt0458339,2021-04-06,2021-04-06,,"Capitão América: O Primeiro Vingador","Captain America: The First Avenger",https://www.imdb.com/title/tt0458339/,Filme,6.9,124,2011,"Ação, Aventura, Ficção científica",955568,2011-07-29,"Joe Johnston",,
20,tt0848228,2021-04-06,2021-04-06,,"Os Vingadores","The Avengers",https://www.imdb.com/title/tt0848228/,Filme,8.0,143,2012,"Ação, Ficção científica",1540309,2012-04-27,"Joss Whedon",,
21,tt1300854,2021-04-06,2021-04-06,,"Homem de Ferro 3","Iron Man Three",https://www.imdb.com/title/tt1300854/,Filme,7.1,130,2013,"Ação, Aventura, Ficção científica",953695,2013-04-26,"Shane Black",,
22,tt1981115,2021-04-06,2021-04-06,,"Thor: O Mundo Sombrio","Thor: The Dark World",https://www.imdb.com/title/tt1981115/,Filme,6.7,112,2013,"Ação, Aventura, Fantasia, Ficção científica",768461,2013-11-01,"Alan Taylor",,
23,tt1843866,2021-04-06,2021-04-06,,"Capitão América: O Soldado Invernal","Captain America: The Winter Soldier",https://www.imdb.com/title/tt1843866/,Filme,7.7,136,2014,"Ação, Aventura, Ficção científica, Suspense",959914,2014-04-10,"Anthony Russo, Joe Russo",,
24,tt2015381,2021-04-06,2021-04-06,,"Guardiões da Galáxia","Guardians of the Galaxy",https://www.imdb.com/title/tt2015381/,Filme,8.0,121,2014,"Ação, Aventura, Comédia, Ficção científica",1347620,2014-07-31,"James Gunn",,
25,tt2395427,2021-04-06,2021-04-06,,"Vingadores: Era de Ultron","Avengers: Age of Ultron",https://www.imdb.com/title/tt2395427/,Filme,7.3,141,2015,"Ação, Aventura, Ficção científica",986307,2015-04-23,"Joss Whedon",,
26,tt0478970,2021-04-06,2021-04-06,,"Homem-Formiga","Ant-Man",https://www.imdb.com/title/tt0478970/,Filme,7.2,117,2015,"Ação, Comédia, Ficção científica",770677,2015-07-16,"Peyton Reed",,
27,tt3498820,2021-04-06,2021-04-06,,"Capitão América: Guerra Civil","Captain America: Civil War",https://www.imdb.com/title/tt3498820/,Filme,7.8,147,2016,"Ação, Ficção científica",914489,2016-04-28,"Anthony Russo, Joe Russo",,
28,tt1211837,2021-04-06,2021-04-06,,"Doutor Estranho","Doctor Strange",https://www.imdb.com/title/tt1211837/,Filme,7.5,115,2016,"Ação, Aventura, Fantasia, Ficção científica",868262,2016-11-02,"Scott Derrickson",,
29,tt2250912,2021-04-06,2021-04-06,,"Homem-Aranha: De Volta ao Lar","Spider-Man: Homecoming",https://www.imdb.com/title/tt2250912/,Filme,7.4,133,2017,"Ação, Aventura, Ficção científica",783553,2017-07-06,"Jon Watts",,
30,tt1825683,2021-04-06,2021-04-06,,"Pantera Negra","Black Panther",https://www.imdb.com/title/tt1825683/,Filme,7.3,134,2018,"Ação, Aventura, Ficção científica",898140,2018-02-15,"Ryan Coogler",,
31,tt4154756,2021-04-06,2021-04-06,,"Vingadores: Guerra Infinita","Avengers: Infinity War",https://www.imdb.com/title/tt4154756/,Filme,8.4,149,2018,"Ação, Aventura, Ficção científica",1344268,2018-04-26,"Anthony Russo, Joe Russo",,
32,tt5095030,2021-04-06,2021-04-06,,"Homem-Formiga e a Vespa","Ant-Man and the Wasp",https://www.imdb.com/title/tt5095030/,Filme,7.0,118,2018,"Ação, Aventura, Comédia, Ficção científica",487478,2018-07-05,"Peyton Reed",,
33,tt4154664,2021-04-06,2021-04-06,,"Capitã Marvel","Captain Marvel",https://www.imdb.com/title/tt4154664/,Filme,6.7,123,2019,"Ação, Aventura, Ficção científica",650480,2019-03-07,"Anna Boden, Ryan Fleck",,
34,tt4154796,2021-04-06,2021-04-06,,"Vingadores: Ultimato","Avengers: Endgame",https://www.imdb.com/title/tt4154796/,Filme,8.4,181,2019,"Ação, Aventura, Ficção científica",1416251,2019-04-25,"Anthony Russo, Joe Russo",,
35,tt6320628,2021-04-06,2021-04-06,,"Homem-Aranha: Longe de Casa","Spider-Man: Far from Home",https://www.imdb.com/title/tt6320628/,Filme,7.3,129,2019,"Ação, Aventura, Comédia, Fantasia, Ficção científica",624444,2019-07-04,"Jon Watts",,
36,tt9140560,2021-04-06,2021-04-06,,"WandaVision","WandaVision",https://www.imdb.com/title/tt9140560/,Minissérie de televisão,7.9,40,2021,"Ação, Comédia, Fantasia, Mistério, Ficção científica",409499,2021-01-15,,,
37,tt10539608,2021-04-07,2021-04-07,,"O Céu da Meia-Noite","The Midnight Sky",https://www.imdb.com/title/tt10539608/,Filme,5.7,118,2020,"Aventura, Drama, Ficção científica, Suspense",93158,2020-12-23,"George Clooney",,
38,tt2948372,2021-04-11,2021-04-11,,"Soul","Soul",https://www.imdb.com/title/tt2948372/,Filme,8.0,100,2020,"Animação, Aventura, Comédia, Drama, Família, Fantasia, Musical",439679,2020-12-25,"Pete Docter, Kemp Powers",,
39,tt0481499,2021-04-16,2021-04-16,,"Os Croods","The Croods",https://www.imdb.com/title/tt0481499/,Filme,7.1,98,2013,"Animação, Aventura, Comédia, Família, Fantasia",248547,2013-03-22,"Kirk DeMicco, Chris Sanders",,
40,tt2850386,2021-04-20,2021-04-20,,"Os Croods 2: Uma Nova Era","The Croods: A New Age",https://www.imdb.com/title/tt2850386/,Filme,6.9,95,2020,"Animação, Aventura, Comédia, Família, Fantasia",59947,2020-12-24,"Joel Crawford",,
41,tt13472984,2021-04-23,2021-04-23,,"Dois Estranhos","Two Distant Strangers",https://www.imdb.com/title/tt13472984/,Curta,6.8,32,2020,"Curta-Metragem, Drama, Ficção científica",23232,2021-04-09,"Travon Free, Martin Desmond Roe",,
42,tt9208876,2021-04-23,2021-04-23,,"Falcão e o Soldado Invernal","The Falcon and the Winter Soldier",https://www.imdb.com/title/tt9208876/,Minissérie de televisão,7.1,50,2021,"Ação, Aventura, Drama, Ficção científica",276409,2021-03-19,,,
43,tt9280166,2021-04-24,2021-04-24,,"Feeling Through","Feeling Through",https://www.imdb.com/title/tt9280166/,Curta,7.5,18,2019,"Curta-Metragem, Drama",2202,2020-11-09,"Doug Roland",,
44,tt11474480,2021-04-24,2021-04-24,,"Al-hadiya","Al-hadiya",https://www.imdb.com/title/tt11474480/,Curta,7.7,24,2020,"Curta-Metragem, Drama",4241,2020-11-09,"Farah Nabulsi",,
45,tt2222042,2021-04-25,2021-04-25,,"Amor e Monstros","Love and Monsters",https://www.imdb.com/title/tt2222042/,Filme,6.9,109,2020,"Ação, Aventura, Comédia, Fantasia, Ficção científica",157306,2021-04-14,"Michael Matthews",,
46,tt11768948,2021-04-25,2021-04-25,,"Se Algo Acontecer... Te Amo","If Anything Happens I Love You",https://www.imdb.com/title/tt11768948/,Curta,7.8,13,2020,"Animação, Curta-Metragem, Drama",23681,2020-11-20,"Michael Govier, Will McCormack",,
47,tt13167288,2021-04-25,2021-04-25,,"SparkShorts: Toca","SparkShorts: Burrow",https://www.imdb.com/title/tt13167288/,Episódio de TV,7.4,6,2020,"Animação, Curta-Metragem, Comédia, Drama, Família, Fantasia, Ficção científica",7278,2020-12-25,"Madeline Sharafian",,
48,tt8993180,2021-04-26,2021-04-26,,"Uma Canção para Latasha","A Love Song for Latasha",https://www.imdb.com/title/tt8993180/,Curta,6.8,19,2019,"Documentário, Curta-Metragem, Biografia, Drama",2739,2020-09-21,"Sophia Nahli Allison",,
49,tt13793326,2021-04-26,2021-04-26,,"A Concerto Is a Conversation","A Concerto Is a Conversation",https://www.imdb.com/title/tt13793326/,Curta,6.8,13,2020,"Documentário, Curta-Metragem, Drama, História, Musical",1439,2020-11-24,"Kris Bowers, Ben Proudfoot",,
50,tt12706728,2021-04-26,2021-04-26,,"Já fólkið","Já fólkið",https://www.imdb.com/title/tt12706728/,Curta,5.7,8,2020,"Animação, Curta-Metragem, Comédia, Família",1479,2021-03-16,"Gísli Darri Halldórsson",,
51,tt11643154,2021-04-30,2021-04-30,,"Colette","Colette",https://www.imdb.com/title/tt11643154/,Curta,7.1,24,2020,"Documentário, Curta-Metragem, Drama, História, Mistério",1620,2020-11-18,"Anthony Giacchino",,
52,tt4566758,2021-05-01,2021-05-01,,"Mulan","Mulan",https://www.imdb.com/title/tt4566758/,Filme,5.8,115,2020,"Ação, Aventura, Drama, Fantasia",166777,2020-12-04,"Niki Caro",,
53,tt11962160,2021-05-09,2021-05-09,,"The Letter Room","The Letter Room",https://www.imdb.com/title/tt11962160/,Curta,6.8,33,2020,"Curta-Metragem, Comédia, Drama",3347,2021-03-11,"Elvira Lind",,
54,tt10538710,2021-05-10,2021-05-10,,"Ayn levana","Ayn levana",https://www.imdb.com/title/tt10538710/,Curta,7.3,20,2019,"Curta-Metragem, Drama",1346,2019-10,"Tomer Shushan",,
55,tt11884670,2021-05-16,2021-05-16,,"Genius Loci","Genius Loci",https://www.imdb.com/title/tt11884670/,Curta,6.1,16,2020,"Animação, Curta-Metragem, Fantasia",1324,2025-02-20,"Adrien Merigeau",,
56,tt3501632,2021-06-06,2021-06-06,,"Thor: Ragnarok","Thor: Ragnarok",https://www.imdb.com/title/tt3501632/,Filme,7.9,130,2017,"Ação, Aventura, Comédia, Fantasia, Ficção científica",881408,2017-10-26,"Taika Waititi",,
57,tt12979636,2021-06-09,2021-06-09,,"Hunger Ward","Hunger Ward",https://www.imdb.com/title/tt12979636/,Curta,7.1,40,2020,"Documentário, Curta-Metragem, Guerra",835,2021-03-01,"Skye Fitzgerald",,
58,tt11512676,2021-06-09,2021-06-09,,"Do Not Split","Do Not Split",https://www.imdb.com/title/tt11512676/,Curta,7.5,35,2020,"Documentário, Curta-Metragem",1767,2021-01-25,"Anders Sømme Hammer",,
59,tt7126948,2021-06-11,2021-06-11,,"Mulher-Maravilha 1984","Wonder Woman 1984",https://www.imdb.com/title/tt7126948/,Filme,5.3,151,2020,"Ação, Aventura, Fantasia",308351,2020-12-17,"Patty Jenkins",,
60,tt12801262,2021-06-24,2021-06-24,,"Luca","Luca",https://www.imdb.com/title/tt12801262/,Filme,7.4,95,2021,"Animação, Aventura, Comédia, Drama, Família, Fantasia",218872,2021-06-18,"Enrico Casarosa",,
61,tt3326262,2021-06-24,2021-06-24,,"O Vigia da Represa","The Dam Keeper",https://www.imdb.com/title/tt3326262/,Curta,7.9,18,2014,"Animação, Curta-Metragem, Drama, Família, Fantasia",2612,2014-06-28,"Robert Kondo, Daisuke 'Dice' Tsutsumi",,
62,tt11416746,2021-07-10,2021-07-10,,"Time","Time",https://www.imdb.com/title/tt11416746/,Filme,6.8,81,2020,"Documentário, Biografia",6525,2020-10-16,"Garrett Bradley",,
63,tt9140554,2021-07-15,2021-07-15,,"Loki","Loki",https://www.imdb.com/title/tt9140554/,Série de TV,8.2,50,2021,"Ação, Aventura, Fantasia, Ficção científica",462861,2021-06-09,,,
64,tt6566576,2021-08-15,2021-08-15,,"Rua do Medo: 1994 - Parte 1","Fear Street: 1994",https://www.imdb.com/title/tt6566576/,Filme,6.2,107,2021,"Drama, Terror, Mistério",108067,2021-07-02,"Leigh Janiak",,
65,tt9701940,2021-08-15,2021-08-15,,"Rua do Medo: 1978 - Parte 2","Fear Street: 1978",https://www.imdb.com/title/tt9701940/,Filme,6.7,109,2021,"Drama, Terror, Mistério",88737,2021-07-09,"Leigh Janiak",,
66,tt9701942,2021-08-15,2021-08-15,,"Rua do Medo: 1666 - Parte 3","Fear Street: 1666",https://www.imdb.com/title/tt9701942/,Filme,6.6,114,2021,"Terror, Mistério",74153,2021-07-16,"Leigh Janiak",,
67,tt12888462,2021-08-27,2021-08-27,,"Professor Polvo","My Octopus Teacher",https://www.imdb.com/title/tt12888462/,Filme,8.1,85,2020,"Documentário, Drama",69960,2020-09-07,"Pippa Ehrlich, James Reed",,
68,tt3896198,2021-08-27,2021-08-27,,"Guardiões da Galáxia Vol. 2","Guardians of the Galaxy Vol. 2",https://www.imdb.com/title/tt3896198/,Filme,7.6,136,2017,"Ação, Aventura, Comédia, Fantasia, Ficção científica",817333,2017-04-27,"James Gunn",,
69,tt6334354,2021-09-14,2021-09-14,,"O Esquadrão Suicida","The Suicide Squad",https://www.imdb.com/title/tt6334354/,Filme,7.2,132,2021,"Ação, Aventura, Comédia, Ficção científica",451746,2021-08-05,"James Gunn",,
70,tt10919420,2021-11-06,2021-11-06,,"Round 6","Ojing-eo geim",https://www.imdb.com/title/tt10919420/,Série de TV,7.9,60,2021,"Ação, Policial, Drama, Mistério, Suspense",738660,2021-09-17,,,
71,tt10795658,2021-11-07,2021-11-07,,"Alice in Borderland","Imawa no Kuni no Arisu",https://www.imdb.com/title/tt10795658/,Série de TV,7.8,50,2020,"Ação, Drama, Terror, Mistério, Ficção científica, Suspense",141194,2020-12-10,,,
72,tt9376612,2021-11-12,2021-11-12,,"Shang-Chi e a Lenda dos Dez Anéis","Shang-Chi and the Legend of the Ten Rings",https://www.imdb.com/title/tt9376612/,Filme,7.3,132,2021,"Ação, Aventura, Fantasia, Ficção científica",480280,2021-09-02,"Destin Daniel Cretton",,
73,tt3438640,2021-11-12,2021-11-12,,"Curta Marvel: Todos Saúdem o Rei","Marvel One-Shot: All Hail the King",https://www.imdb.com/title/tt3438640/,Vídeo,7.2,14,2014,"Curta-Metragem, Comédia, Drama, Suspense",14346,2014-02-04,"Drew Pearce",,
74,tt7825208,2021-12-19,2021-12-19,,"Marighella","Marighella",https://www.imdb.com/title/tt7825208/,Filme,7.1,155,2019,"Ação, Drama, História, Suspense",56744,2021-11-04,"Wagner Moura",,
75,tt10872600,2021-12-19,2021-12-19,,"Homem-Aranha: Sem Volta para Casa","Spider-Man: No Way Home",https://www.imdb.com/title/tt10872600/,Filme,8.2,148,2021,"Ação, Aventura, Fantasia, Ficção científica",995463,2021-12-16,"Jon Watts",,
76,tt10160804,2021-12-26,2021-12-26,,"Gavião Arqueiro","Hawkeye",https://www.imdb.com/title/tt10160804/,Minissérie de televisão,7.4,60,2021,"Ação, Aventura, Policial, Drama, Mistério, Ficção científica",239252,2021-11-24,,,
77,tt11286314,2021-12-28,2021-12-28,,"Não Olhe para Cima","Don't Look Up",https://www.imdb.com/title/tt11286314/,Filme,7.1,138,2021,"Comédia, Drama, Ficção científica",659481,2021-12-24,"Adam McKay",,
78,tt0877057,2021-12-30,2021-12-30,,"Death Note","Death Note: Desu nôto",https://www.imdb.com/title/tt0877057/,Série de TV,8.9,24,2006,"Animação, Policial, Drama, Fantasia, Mistério, Suspense",461194,2006-10-03,,,
79,tt10293406,2022-01-02,2022-01-02,,"Ataque dos Cães","The Power of the Dog",https://www.imdb.com/title/tt10293406/,Filme,6.8,126,2021,"Drama, Faroeste",220301,2021-11-19,"Jane Campion",,
80,tt9032400,2022-01-13,2022-01-13,,"Eternos","Eternals",https://www.imdb.com/title/tt9032400/,Filme,6.2,156,2021,"Ação, Aventura, Fantasia, Ficção científica",420957,2021-11-05,"Chloé Zhao",,
81,tt0317248,2022-04-13,2022-04-13,,"Cidade de Deus","Cidade de Deus",https://www.imdb.com/title/tt0317248/,Filme,8.6,130,2002,"Policial, Drama",861085,2002-08-30,"Fernando Meirelles, Kátia Lund",10,2024-08-26
82,tt2442560,2022-04-13,2022-04-13,,"Peaky Blinders: Sangue, Apostas e Navalhas","Peaky Blinders",https://www.imdb.com/title/tt2442560/,Série de TV,8.7,60,2013,"Policial, Drama",748199,2013-09-12,,,
83,tt6264654,2022-04-13,2022-04-13,,"Free Guy - Assumindo o Controle","Free Guy",https://www.imdb.com/title/tt6264654/,Filme,7.1,115,2021,"Ação, Aventura, Comédia, Fantasia, Romance, Ficção científica",479751,2021-08-19,"Shawn Levy",,
84,tt4103686,2022-04-14,2022-04-14,,"Cidade de Deus: 10 Anos Depois","Cidade de Deus: 10 Anos Depois",https://www.imdb.com/title/tt4103686/,Filme,6.4,70,2013,"Documentário",1576,2015-11-05,"Cavi Borges, Luciano Vidigal",,
85,tt1877830,2022-04-24,2022-04-24,,"Batman","The Batman",https://www.imdb.com/title/tt1877830/,Filme,7.8,176,2022,"Ação, Policial, Drama, Mistério, Suspense",909686,2022-03-03,"Matt Reeves",,
86,tt0140888,2022-04-29,2022-04-29,,"Central do Brasil","Central do Brasil",https://www.imdb.com/title/tt0140888/,Filme,8.0,110,1998,"Drama",49820,1998-04-03,"Walter Salles",,
87,tt5071412,2022-05-01,2022-05-01,,"Ozark","Ozark",https://www.imdb.com/title/tt5071412/,Série de TV,8.4,60,2017,"Policial, Drama, Suspense",385009,2017-07-21,,,
88,tt0087803,2022-05-02,2022-05-02,,"1984","Nineteen Eighty-Four",https://www.imdb.com/title/tt0087803/,Filme,7.0,113,1984,"Drama, Ficção científica",86730,1985-11-07,"Michael Radford",,
89,tt10234724,2022-05-05,2022-05-05,,"Cavaleiro da Lua","Moon Knight",https://www.imdb.com/title/tt10234724/,Minissérie de televisão,7.3,50,2022,"Ação, Aventura, Fantasia",305249,2022-03-30,,,
90,tt5503686,2022-06-05,2022-06-05,,"As Golpistas","Hustlers",https://www.imdb.com/title/tt5503686/,Filme,6.3,110,2019,"Comédia, Policial, Drama",112091,2019-12-05,"Lorene Scafaria",,
91,tt8009428,2022-06-11,2022-06-11,,"Arremessando Alto","Hustle",https://www.imdb.com/title/tt8009428/,Filme,7.3,117,2022,"Comédia, Drama, Esportes",161019,2022-06-08,"Jeremiah Zagar",,
92,tt0092099,2022-06-13,2022-06-13,,"Top Gun: Ases Indomáveis","Top Gun",https://www.imdb.com/title/tt0092099/,Filme,7.0,110,1986,"Ação, Drama",543509,1986-07-10,"Tony Scott",,
93,tt1745960,2022-06-14,2022-06-14,,"Top Gun: Maverick","Top Gun: Maverick",https://www.imdb.com/title/tt1745960/,Filme,8.2,130,2022,"Ação, Drama",837157,2022-05-26,"Joseph Kosinski",,
94,tt14731254,2022-06-18,2022-06-18,,"Val","Val",https://www.imdb.com/title/tt14731254/,Filme,7.6,109,2021,"Documentário, Biografia",16152,2021-07-23,"Ting Poo, Leo Scott",,
95,tt9419884,2022-06-22,2022-06-22,,"Doutor Estranho no Multiverso da Loucura","Doctor Strange in the Multiverse of Madness",https://www.imdb.com/title/tt9419884/,Filme,6.9,126,2022,"Ação, Aventura, Fantasia, Ficção científica",535009,2022-05-06,"Sam Raimi",,
96,tt6710474,2022-07-09,2022-07-09,,"Tudo em Todo Lugar ao Mesmo Tempo","Everything Everywhere All at Once",https://www.imdb.com/title/tt6710474/,Filme,7.7,139,2022,"Ação, Aventura, Comédia, Drama, Fantasia, Ficção científica",617571,2022-06-23,"Daniel Kwan, Daniel Scheinert",,
97,tt10857164,2022-07-13,2022-07-13,,"Ms. Marvel","Ms. Marvel",https://www.imdb.com/title/tt10857164/,Minissérie de televisão,6.2,50,2022,"Ação, Aventura, Comédia, Policial, Família, Fantasia, Mistério, Ficção científica",129736,2022-06-08,,,
98,tt0076759,2022-07-16,2022-07-16,,"Star Wars: Episódio IV - Uma Nova Esperança","Star Wars",https://www.imdb.com/title/tt0076759/,Filme,8.6,121,1977,"Ação, Aventura, Fantasia, Ficção científica",1550994,1978-01-30,"George Lucas",,
99,tt3748528,2022-07-16,2022-07-16,,"Rogue One: Uma História Star Wars","Rogue One",https://www.imdb.com/title/tt3748528/,Filme,7.8,133,2016,"Ação, Aventura, Ficção científica",745350,2016-12-15,"Gareth Edwards",10,2025-06-17
100,tt0080684,2022-07-16,2022-07-16,,"Star Wars: Episódio V - O Império Contra-Ataca","Star Wars: Episode V - The Empire Strikes Back",https://www.imdb.com/title/tt0080684/,Filme,8.7,124,1980,"Ação, Aventura, Fantasia, Ficção científica",1485307,1980-07-14,"Irvin Kershner",,
101,tt0121765,2022-07-22,2022-07-22,,"Star Wars: Episódio II - Ataque dos Clones","Star Wars: Episode II - Attack of the Clones",https://www.imdb.com/title/tt0121765/,Filme,6.6,142,2002,"Ação, Aventura, Fantasia, Ficção científica",809821,2002-07-01,"George Lucas",,
102,tt0121766,2022-07-24,2022-07-24,,"Star Wars: Episódio III - A Vingança dos Sith","Star Wars: Episode III - Revenge of the Sith",https://www.imdb.com/title/tt0121766/,Filme,7.6,140,2005,"Ação, Aventura, Fantasia, Ficção científica",908838,2005-05-19,"George Lucas",,
103,tt20969586,2022-07-24,2022-07-24,,"Thunderbolts*","Thunderbolts*",https://www.imdb.com/title/tt20969586/,Filme,7.1,127,2025,"Ação, Aventura, Policial, Drama, Fantasia, Ficção científica",255354,2025-05-02,"Jake Schreier",8,2025-05-20
104,tt14513804,2022-07-24,2022-07-24,,"Capitão América: Admirável Mundo Novo","Captain America: Brave New World",https://www.imdb.com/title/tt14513804/,Filme,5.6,118,2025,"Ação, Aventura, Ficção científica",174372,2025-02-13,"Julius Onah",,
105,tt3778644,2022-07-28,2022-07-28,,"Han Solo: Uma História Star Wars","Solo: A Star Wars Story",https://www.imdb.com/title/tt3778644/,Filme,6.9,135,2018,"Ação, Aventura, Ficção científica",404307,2018-05-24,"Ron Howard",,
106,tt0086190,2022-07-29,2022-07-29,,"Star Wars: Episódio VI - O Retorno de Jedi","Star Wars: Episode VI - Return of the Jedi",https://www.imdb.com/title/tt0086190/,Filme,8.3,131,1983,"Ação, Aventura, Fantasia, Ficção científica",1194404,1983-10-06,"Richard Marquand",,
107,tt2488496,2022-07-29,2022-07-29,,"Star Wars: O Despertar da Força","Star Wars: Episode VII - The Force Awakens",https://www.imdb.com/title/tt2488496/,Filme,7.7,138,2015,"Ação, Aventura, Ficção científica",1016622,2015-12-17,"J.J. Abrams",,
108,tt2527336,2022-07-30,2022-07-30,,"Star Wars: Os Últimos Jedi","Star Wars: Episode VIII - The Last Jedi",https://www.imdb.com/title/tt2527336/,Filme,6.8,152,2017,"Ação, Aventura, Fantasia, Ficção científica",710400,2017-12-13,"Rian Johnson",,
109,tt2527338,2022-07-31,2022-07-31,,"Star Wars: A Ascensão Skywalker","Star Wars: Episode IX - The Rise of Skywalker",https://www.imdb.com/title/tt2527338/,Filme,6.3,141,2019,"Ação, Aventura, Fantasia, Ficção científica",533633,2019-12-19,"J.J. Abrams",,
110,tt13623148,2022-08-11,2022-08-11,,"Eu Sou Groot","I Am Groot",https://www.imdb.com/title/tt13623148/,Série de TV,6.7,4,2022,"Animação, Curta-Metragem, Ação, Aventura, Comédia, Fantasia, Ficção científica",45325,2022-08-10,,,
111,tt0475784,2022-08-16,2022-08-16,,"Westworld","Westworld",https://www.imdb.com/title/tt0475784/,Série de TV,8.4,60,2016,"Drama, Mistério, Ficção científica",554640,2016-10-02,,,
112,tt1751634,2022-08-18,2022-08-18,,"Sandman","The Sandman",https://www.imdb.com/title/tt1751634/,Série de TV,7.6,45,2022,"Drama, Fantasia, Terror, Mistério, Ficção científica",206589,2022-08-05,,,
113,tt10648342,2022-09-08,2022-09-08,,"Thor: Amor e Trovão","Thor: Love and Thunder",https://www.imdb.com/title/tt10648342/,Filme,6.1,118,2022,"Ação, Aventura, Comédia, Romance, Ficção científica",451488,2022-07-07,"Taika Waititi",,
114,tt15318872,2022-10-07,2022-10-07,,"Lobisomem na Noite","Werewolf by Night",https://www.imdb.com/title/tt15318872/,Filme para televisão,7.1,52,2022,"Ação, Drama, Fantasia, Terror, Mistério, Suspense",78326,2022-10-07,"Michael Giacchino",,
115,tt3704428,2022-10-10,2022-10-10,,"Elvis","Elvis",https://www.imdb.com/title/tt3704428/,Filme,7.3,159,2022,"Biografia, Drama, Musical",257787,2022-07-14,"Baz Luhrmann",,
116,tt0120737,2022-10-19,2022-10-19,,"O Senhor dos Anéis: A Sociedade do Anel","The Lord of the Rings: The Fellowship of the Ring",https://www.imdb.com/title/tt0120737/,Filme,8.9,178,2001,"Aventura, Drama, Fantasia",2172062,2002-01-01,"Peter Jackson",,
